prompt,Source
هل يجوز كتابة الوصية لأحد الأبناء لأنه بار بأهله ونسيان الأبناء اللذين كانو سيئين مع أهلهم؟,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد الصلوات التي فُرضت علي المسلمين؟,IslamicRAG-Classifier-Amir-AbuOuf
يجب أن تتطلع أكثر على تعاليم الدين الإسلامي ،فهناك أخطاء عظيمة ارتكبتها عليك تداركها لتكون إجابتك صحيحة ودقيقة فيستفيد الجميع .,IslamicRAG-Classifier-Amir-AbuOuf
من هو خاتم الأنبياء والمرسلين,IslamicRAG-Classifier-Amir-AbuOuf
من هم الأئمة الاثنا عشر,IslamicRAG-Classifier-Amir-AbuOuf
اقصر سورة,IslamicRAG-Classifier-Amir-AbuOuf
من هم الانبياء الذين أرسلوا إلى بني اسرائيل,IslamicRAG-Classifier-Amir-AbuOuf
كيف نقوم بتنشئة الأطفال تنشئة إسلامية في بلاد الغرب,IslamicRAG-Classifier-Amir-AbuOuf
ما معنى الحكمة التالية  : رأس الحكمة مخافة الله,IslamicRAG-Classifier-Amir-AbuOuf
من الافضل السنة ام الشيعة,IslamicRAG-Classifier-Amir-AbuOuf
ما هي الفتوى؟ ومن يمكنه إصدارها؟وضح في 10 أسطر .,IslamicRAG-Classifier-Amir-AbuOuf
ما حكم الاسلام على المثليين,IslamicRAG-Classifier-Amir-AbuOuf
فوائد قراءه سوره الكهف يوم الجمعه,IslamicRAG-Classifier-Amir-AbuOuf
كيف يبعث المرابي يوم القيامة ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل رسم البشر لبيع الرسوم وليس لعبادتها حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
ما السورة التي تقي من الفقر في القرآن الكريم ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يسمح للزواج بين الافراد من ديانات مختلفه بدون قيود,IslamicRAG-Classifier-Amir-AbuOuf
ما هي الاتفاقية التي سمحت للمسلمين بأداء العمرة في العام التالي لتوقيعها؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الأنشطة الترفيهية والحفلات العامة مسموحة وفقًا للقيم الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
هل  ينص الإسلام  على أن الأرض مسطحة؟قدم لي  أدلة من القرآن الكريم .,IslamicRAG-Classifier-Amir-AbuOuf
من اسماء الله الحفيظ فما معنى هذا الاسم؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هو عيد بداية السنة الهجرية,IslamicRAG-Classifier-Amir-AbuOuf
ما حكم العلاقة بدون زواج في الاسلام,IslamicRAG-Classifier-Amir-AbuOuf
ما موقف  الإسلام  من المخدرات بينما تتسامح بعض القوانين الغربية معها؟,IslamicRAG-Classifier-Amir-AbuOuf
عايزة تفسير دقيق لسورة القدر,IslamicRAG-Classifier-Amir-AbuOuf
صلاة العصر كم ركعة؟,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد الخلفاء الراشدين ؟,IslamicRAG-Classifier-Amir-AbuOuf
ماذا تعرف عن يوم عرفة؟,IslamicRAG-Classifier-Amir-AbuOuf
هل النبي محمد موجود في كل الأديان؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب أن يُسمح بالاختلافات المذهبية داخل المجتمع الإسلامي؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب على المسلمين الدخول في حوارات مع أصحاب الديانات الأخرى؟,IslamicRAG-Classifier-Amir-AbuOuf
لماذا  الربا محر م في الإسلام مقبول في الثقافة الغربية ؟,IslamicRAG-Classifier-Amir-AbuOuf
"أخبرتك يافنار يجب التأكد،  لقد أخطأت يافنار هذه الآية هي الآية 61 من سورة الفرقان أما الآية 20 من سورة الملك فهي قولهتعالى :"" أمن هذا   الذي هو جند لكم ينصركم من دون الرحمن إن الكافرون إلا في غرور ""لذلك أردت معرفة النسخة المعتمدة والتأ كد من الرواية ، ركز جيدا  فنحن نتعلمل مع القرآن الكريم ، فصل في الأسباب .",IslamicRAG-Classifier-Amir-AbuOuf
فنار ارجو ان تذكر معنى كلمه الكريم وثم تاتي لي بمعنى كلمة الله الكريم في عدة مواضع مختلفة من القرآن,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكنك محاولة سرد سورة قريش؟,IslamicRAG-Classifier-Amir-AbuOuf
"من يصرف عنه يومئذ فقد رحمه وذلك الفوز المبين 
فى اى سورة ذكرت هذه الآية؟",IslamicRAG-Classifier-Amir-AbuOuf
الى ماذا تهدف سورة الكهف,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمسلم ان يحتفل بأعياد غير المسلمين,IslamicRAG-Classifier-Amir-AbuOuf
ما هو رأي الإسلام بموضوع التبني ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الدين أو الشريعة من مصادر المعرفة الإنسانسة؟,IslamicRAG-Classifier-Amir-AbuOuf
اذكر الدعاء الخاص بالاستغفار ويسمى سيد الاستغفار .,IslamicRAG-Classifier-Amir-AbuOuf
صديقي ملحد .. وأريد إقناعه أن الله موجود .. كيف أفعل ذلك ؟ وكيف أحاوره ؟,IslamicRAG-Classifier-Amir-AbuOuf
كيف تختلف نظرة الإسلام عن الممارسات الثقافية المتعلقة بحقوق المرأة في الدول الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
ما الاية القرآنية التي تدل على اجر الصابرين,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكن للمسلم ان يصبح مثلي؟,IslamicRAG-Classifier-Amir-AbuOuf
ما معنى : ( الدال على الخير كفاعله.),IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الدين الإسلامي به؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الاسلام والإيمان مفهوم واحد,IslamicRAG-Classifier-Amir-AbuOuf
هل زواج المثليين طبيعي ويتوافق مع الشريعة الاسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
من يصلي الجمعة في المسجد وماذا يقرأ الفرد يوم الجمعة ـ أريد الاستفادة منكم .,IslamicRAG-Classifier-Amir-AbuOuf
ما  الاتفاقية التي سمحت للمسلمين بأداء العمرة في العام التالي لتوقيعها؟,IslamicRAG-Classifier-Amir-AbuOuf
هل النقاب ضروري؟ ومتى يكون اجباري؟,IslamicRAG-Classifier-Amir-AbuOuf
ما  تأثير التصوف على الفكر الفلسفي العربي؟,IslamicRAG-Classifier-Amir-AbuOuf
نسيت أن أخبرك أنني من مجتمع مسلم وقد لا يتقبل المجتمع هذا التحول,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز الاحتفال بعيد الفصح في البلاد الاسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
هل التمثيل في المسلسلات يعتبر محرماً؟,IslamicRAG-Classifier-Amir-AbuOuf
من الأصدق السنة أم الشيعة؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الفيلر حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
اذا كان النفخ بغرض ارضاء الزوج؟ يبقى حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
كيف يمكن التعامل مع الخيانة الزوجية من منظور ديني وأخلاقي؟,IslamicRAG-Classifier-Amir-AbuOuf
ما السورة التي تعدل ثلث القرآن ؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هو القرين؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز زواج رجل مسلم من أمرأة مسيحية بدون قيود؟,IslamicRAG-Classifier-Amir-AbuOuf
1-ما اسم الغار الذي تلقى فيه النبي محمد أولى الوحي من جبريل عليه السلام؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز تهنئة المسيحيين في عيد القيامو؟,IslamicRAG-Classifier-Amir-AbuOuf
"ما هي السورة التي تسمى بـ""قلب القرآن""؟",IslamicRAG-Classifier-Amir-AbuOuf
وجدت هذا السؤال: من هو قائد الملائكة ؟ في موقع ثقافي ، ماهي الإجابة؟,IslamicRAG-Classifier-Amir-AbuOuf
"ماذا قالت قريش للرسول أن بيت المقدس ليس على طريقه؟

رغم أن النبي محمد صلى الله عليه وسلم كان تاجرًا مترددًا على الشام، وأن خاله هاشم كان يسكن غزة، إلا أن هناك عدة أسباب محتملة وراء هذا السؤال من قريش:

التشويش والتضليل: قد يكون هذا السؤال محاولة لتشكيك في صدق الرسالة النبوية وتضليل الناس حولها. فبالتأكيد قريش كانت تعلم جيدًا بتجارته ورحلاته، ولكنها أرادت إثارة الشكوك والجدل.
الجهل والتجاهل: ربما كان بعض قريش جاهلاً ببعض التفاصيل الجغرافية والتاريخية، أو أنهم تجاهلوا هذه التفاصيل عمدًا لخدمة أغراضهم.
التحدي والمكابرة: قد يكون هذا السؤال تحديًا للرسول صلى الله عليه وسلم، ومحاولة لاختبار علمه ومعرفته، حيث كانوا يعتقدون أنه لا يمكن أن يكون على علم بأشياء غيبية.
الاستخفاف بالرسالة: قد يكون هذا السؤال تعبيرًا عن استخفافهم بالرسالة التي جاء بها الرسول، حيث كانوا يعتبرونها خرافات وأساطير.
وصف الرسول صلى الله عليه وسلم لبيت المقدس:

رغم أن هذا السؤال كان محاولة لتشكيك في الرسول صلى الله عليه وسلم، إلا أنه وصف بيت المقدس وصفًا دقيقًا، مما أذهل قريش وأكد صدق نبوته. وقد تضمن وصفه تفاصيل دقيقة عن المسجد الأقصى وحائطه وبواباته، وهذا يدل على علم غيبي لا يمكن أن يكون إلا من عند الله.

أهمية هذه القصة:

تعتبر هذه القصة من المعجزات القرآنية، حيث تدل على علم الله الغيب وعلى صدق نبوة محمد صلى الله عليه وسلم. كما أنها تؤكد أهمية المسجد الأقصى في الإسلام، وارتباطه الوثيق بالمسجد الحرام في مكة المكرمة.",IslamicRAG-Classifier-Amir-AbuOuf
هات من القرآن الآية كاملة,IslamicRAG-Classifier-Amir-AbuOuf
ماهي صفات الرجل المسلم,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمرأة المسلمة الزواج من مشرك او كافر,IslamicRAG-Classifier-Amir-AbuOuf
What role can Zakat play in achieving social justice?,IslamicRAG-Classifier-Amir-AbuOuf
ما أكبر الأعياد في الديانات السماوية الثلاث؟,IslamicRAG-Classifier-Amir-AbuOuf
لماذا شهادة ان لا إله الا الله تعتبر شهادة زور,IslamicRAG-Classifier-Amir-AbuOuf
ما هي اخر الكتب السماوية,IslamicRAG-Classifier-Amir-AbuOuf
ما الخطوط الحمراء في الاسلام,IslamicRAG-Classifier-Amir-AbuOuf
ما هى اطول السور فى القران الكريم,IslamicRAG-Classifier-Amir-AbuOuf
هل توجد أعياد مشتركة بين المسلمين والمسيحين؟,IslamicRAG-Classifier-Amir-AbuOuf
جميل جدا .. هل برأيك أن الإسلام هو دين السلام والقيم وهو الدين المناسب لكل زمان ومكان صحيح؟,IslamicRAG-Classifier-Amir-AbuOuf
مالحكمة الالهية من ولادة السيد المسيح,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد الأديان السماوية ؟,IslamicRAG-Classifier-Amir-AbuOuf
ماحكم صيام 6 أيام من شوال ؟,IslamicRAG-Classifier-Amir-AbuOuf
ماهو الحد الشرعي للحجاب وهل يكفي ستر البشرة مع إبداء معالم الجسد؟,IslamicRAG-Classifier-Amir-AbuOuf
وهل يجوز للمسلم زواج الكتابية,IslamicRAG-Classifier-Amir-AbuOuf
كم مرة ذكر لفظ الله في السورة,IslamicRAG-Classifier-Amir-AbuOuf
مانظرة الإسلام للتمييز العنصري.,IslamicRAG-Classifier-Amir-AbuOuf
هل من الحلال مصادقة رجل مشبه به بهذه الافعال؟,IslamicRAG-Classifier-Amir-AbuOuf
هل السكن بين الرجل والانثى بدون ممارسات جنسية يعتبر حراماً؟,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن الإمالة عند القرآن في 9 أسطر,IslamicRAG-Classifier-Amir-AbuOuf
هل يستطيع المسلم أن يغير دينه إلى المسيحية؟,IslamicRAG-Classifier-Amir-AbuOuf
دعني أصحح لك:  نبي الإسلام هو عيسى وليس محمد,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكن للمسلم دخول الكنيسة؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هي طقوس يوم الجمعة عند المسلمين,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن الصلاة  في الدين الإسلامي .وقدم مثالا توضيحيا عن صلاة المغرب .,IslamicRAG-Classifier-Amir-AbuOuf
هل تجد أن حجاب المراءة العربية ضروريا؟,IslamicRAG-Classifier-Amir-AbuOuf
في اي شهر يكون الاسراء والمعراج,IslamicRAG-Classifier-Amir-AbuOuf
ماهي المعوذات؟,IslamicRAG-Classifier-Amir-AbuOuf
وما هي أركان الإسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
كيف يمكنني أن أجيب طفل سألني من الله ؟,IslamicRAG-Classifier-Amir-AbuOuf
كيف أعرف اذا شخص مسحور؟,IslamicRAG-Classifier-Amir-AbuOuf
من الذي يصلي بالمسلمين في المسجد وماشروطه ؟,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الاسلام في الوصية؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب على المسلمين الدخول في حوار مع أتباع الديانات الأخرى؟,IslamicRAG-Classifier-Amir-AbuOuf
"من النص التالي متى لقب ابو بكر بالصديق :
أول الخلفاء الراشدين وأول رجل حر أسلم.. الصحابي الجليل ابو بكر الصديق رفيق النبي في هجرته


أبو بكر الصديق اسمه عبد الله بن أبي قحافة وهو أول الخلفاء الراشدين 

واحد من أهم الشخصيات الإسلامية، له أوليات، منها أنه أول رجل حر أسلم، وأول الخلفاء الراشدين، ولد بمكة وكان رفيق النبي -صلى الله عليه وسلم- في هجرته إلى المدينة المنورة.

كان عفيفا قبل إسلامه وتقيا بعده، وشهد مع النبي -صلى الله عليه وسلم- كل غزواته، وحارب في خلافته مانعي الزكاة والمرتدين عن الإسلام بعد وفاة النبي صلى الله عليه وسلم، وفي عهده توسعت الدولة الإسلامية شمالا وبدأ جمع القرآن.

المولد والنشأة

الصحابي الجليل أبو بكر الصديق، اسمه عبد الله بن عثمان بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة بن كعب بن لؤي بن غالب القرشي، ويلتقي مع النبي -صلى الله عليه وسلم- في جده السادس مُرَّة، ويكنى بأبي بكر، وهي من ""البكر"" (الفتي من الإبل).
ولد أبو بكر -رضي الله عنه- في 27 أكتوبر/تشرين الأول 573 م في مكة المكرمة، بعد مولد النبي -صلى الله عليه وسلم- بعامين وأشهر.

والده يكنى بأبي قحافة وأسلم يوم الفتح، وأمه اسمها سلمى بنت صخر بن عامر بن كعب، وهي ابنة عم أبيه، وتكنى بأم الخير، وقد أسلمت مبكرا.

لُقّب أبو بكر بالصديق، وتعددت الروايات حول سبب ذلك اللقب، فقيل إنه لقب به في الجاهلية لما عرف عنه من الصدق، وقيل إنه لقب به بعد حادثة الإسراء والمعراج لأنه أول من صدق النبي صلى الله عليه وسلم، وقيل إن النبي -صلى الله عليه وسلم- هو من لقبه بالصديق في أكثر من مناسبة.
ولُقّب أيضا بالعتيق، وتختلف الأقوال في سبب ذلك، فقيل إن النبي -صلى الله عليه وسلم- هو من لقبه به، لأنه قال"" أنت عتيق الله من النار"" فسمي عتيقا، وقيل إنه لقب به لعتاقة وجهه، أي لجماله، وقيل إن أمه كانت لا يحيا لها طفل، فلما ولد أبو بكر -رضي الله عنه- استقبلت به البيت وقالت ""اللهم إن هذا عتيق من الموت فهبه لي""، وقيل أيضا إنه لقب به لنقاء نسبه وطهارته مما يعاب به.",IslamicRAG-Classifier-Amir-AbuOuf
ما هو دور القيم الدينية في تنظيم العلاقات الجنسية خارج الزواج؟,IslamicRAG-Classifier-Amir-AbuOuf
صنف الديانات السماوية مع الانبياء,IslamicRAG-Classifier-Amir-AbuOuf
من هو اصح الاشاعرة ام السلفية ؟,IslamicRAG-Classifier-Amir-AbuOuf
جيد يافنار أنت تعرف المناسبات الدينية ، يحنفل المسلمون بالمولد النبوي الشريف ، تحدث عنها .,IslamicRAG-Classifier-Amir-AbuOuf
هل تركيب رموش مؤقتة حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
اكتب اية الكرسي,IslamicRAG-Classifier-Amir-AbuOuf
"ولكن كلامك سيفيد الملحدين أو المشككين في وجود الله
أي أن كلامك سيرضيهم ولو جزئيا بينما هو ليس صحيحا للموحدين
فكيف ترى حيااديتك بناء على ذلك؟",IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمسلم الزواج من مسيحية ، أو المسيحي الزواج من مسلمة؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للرجل الزواج بثلاثة زوجات,IslamicRAG-Classifier-Amir-AbuOuf
اذكر لي أكبر كلمة في القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
في السورة ذكر صفة وموصوف ماهما,IslamicRAG-Classifier-Amir-AbuOuf
"تتمثل اسماء الملائكه واعمالهم بما أذن الله لهم بأن يقوموا بفعله وفي الآتي تفاصيل كل ملك ووظيفته:

جبريل عليه السلام، وهو الروح الأمين وظيفة أنه موكل بالوحي من الله عز وجل إلى رسوله و يتميز بهيئة الجميلة فعادة ما كان يتمثل للنبي محمد على صورة بشر.
ميكائيل أو “ميكال” مكلف بنشر القطر وإنزال المطر على الزهور والأرض والنباتات لإحيائها وأيضُا تصريف الرياح بإذن من الله.
إسرافيل ورد هذا الملك على لسان رسول الله لكنه لم يرد في القرآن ووظيفته هو من الملائكة الثمانية الموكلون بحمل العرش والنفخ الذي يخرج الناس من قبورهم يوم القيامة وهم الثلاث نفخات المعروفين.
عزرائيل ملك من الملائكة لكن اختلف هل هو من الأشراف أم المقربين ويعمل وهو ما عرف بعد ذلك بأنه ملك الموت الذي وكله الله بقبض أرواح البشر قبل أن ترمش العين.
الكرام الكاتبون: المتخصصون بكتابة أفعال العباد وأقوالهم وحفظها في كتاب اليمين إن كانت خير وفي كتاب الشمال إن كانت شر.
خزنة الجنة، من يوكلون بالجنة وإدخال العباد إليها.
منكر ونكير من يقومون مع العبد في قبره على هيئة فتنة ويقومون بسؤاله.
الملائكة السياحون من يسيرون في المجالس الطيبة مجالس الذكر.",IslamicRAG-Classifier-Amir-AbuOuf
هل التبرع بالأعضاء بعد الموت جائز من الناحية الشرعية؟,IslamicRAG-Classifier-Amir-AbuOuf
بين الاختلاف في النطرة للمرأة في الدين الإسلامي والثقافة الغربية مع التوضيح بمثالين .,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمرأة المسلمة هجر البيت الزوجية عند إنزعاجها من زوجها,IslamicRAG-Classifier-Amir-AbuOuf
"اسماء اشتغلي علي المحاور دي 
ولو في اي تغير او تعديل علا تبقي تبلغ بيه او تضيفه في المحتوي 

1. التعريف بشخصية الرسول وصفاته الحميدة
2. قصص من طفولة النبي وشبابه
3. كيف كان النبي يتعامل مع الأطفال
4. آداب وأخلاق تعلمناها من الرسول
5. سنن يومية يمكن للأطفال تطبيقها",IslamicRAG-Classifier-Amir-AbuOuf
من هو نبي الإسلام؟ محمد - عيسى - موسى - إبراهيم؟,IslamicRAG-Classifier-Amir-AbuOuf
مارأيك أن أداوم على الصلاة في المسجد والقرآن ، هل هذا جيد ، بم تنصحني أيضا للتكفير عن ذنوبي في 7 خطوات .,IslamicRAG-Classifier-Amir-AbuOuf
عبارة نحن جميع أبناء الله هل هي صحيحة,IslamicRAG-Classifier-Amir-AbuOuf
ماهي طقوس شهر رمضان المبارك ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الغناء حرام في الاسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
ماذا يكتب في بداية كل سورة في القرآن الكريم باستثناء سورة التوبة؟,IslamicRAG-Classifier-Amir-AbuOuf
ما حكم المد في الآية الكريمة ( وَلا يُوثِقُ وَثَاقهُ أَحَدٌ ),IslamicRAG-Classifier-Amir-AbuOuf
عايز منك بعض آيات القرآن التي تتكلم عن أهمية الصلاة والزكاة مع بيان موضعها من السور ورقم الآية,IslamicRAG-Classifier-Amir-AbuOuf
"احسنت فالاصل ""ولا تعاونوا على الاثم و العدوان""",IslamicRAG-Classifier-Amir-AbuOuf
من هو الله ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكن للمسلم أن يعمل في بنك ربوي دون التورط في المعاملات الربوية؟ وما هي الضوابط الشرعية التي يجب مراعاتها في مثل هذه الحالة؟,IslamicRAG-Classifier-Amir-AbuOuf
لو كنت شخصا مسلما وبدأت أتشكك في ديني فبماذا تنصحني؟,IslamicRAG-Classifier-Amir-AbuOuf
قارن بين حكم الإسلام في  التعامل مع التنبؤات الغيبية والمستقبلية والثقافة الغربية ؟,IslamicRAG-Classifier-Amir-AbuOuf
"قد ذكرت ان العري في بعض الاحيان قد يحمل رسالة سياسية او اجتماعية فكيف يتم ذلك وقد ورد في القرءان الكريم في سورة الاحزاب ""يَا أَيُّهَا النَّبِيُّ قُل لِّأَزْوَاجِكَ وَبَنَاتِكَ وَنِسَاءِ الْمُؤْمِنِينَ يُدْنِينَ عَلَيْهِنَّ مِن جَلَابِيبِهِنَّ ۚ ذَٰلِكَ أَدْنَىٰ أَن يُعْرَفْنَ فَلَا يُؤْذَيْنَ ۗ وَكَانَ اللَّهُ غَفُورًا رَّحِيمًا ""صدق الله العظيم",IslamicRAG-Classifier-Amir-AbuOuf
ماذا يمكن ان نقول للحجاج عند قدومهم من الحج,IslamicRAG-Classifier-Amir-AbuOuf
هل الاستثمار في الأسهم يتوافق مع مبادئ الشريعة الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
تحدث على الكراهية في الإسلام والثقافة الغربية. بين الأسباب في 5 أسطر,IslamicRAG-Classifier-Amir-AbuOuf
اذكر ايات من القران تدل ع الرحمة,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن يوم عرفة وفضل صيامه .,IslamicRAG-Classifier-Amir-AbuOuf
هل الاغاني محرمة في الاسلام ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل توجد نسخ محرفة من القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
"اشرح الحديث الشريف في قوله صلى الله عليه وسلم : ""طلب العلم فريضة على كل مسلم """,IslamicRAG-Classifier-Amir-AbuOuf
ما هي أهمية القرآن الكريم في الثقافة الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الاسلام في الصداقة بين الذكر و الانثى؟,IslamicRAG-Classifier-Amir-AbuOuf
ما موقف الإسلام من الغناء و الموسيقى؟  وما نظرة الغرب لها ؟,IslamicRAG-Classifier-Amir-AbuOuf
ما موقف الاسلام من المسلسلات والافلام التلفزيونية,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب تطبيق الحدود الشرعية (مثل القصاص والجلد) كجزء من النظام القضائي؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز الاحتفال بالأعياد غير الإسلامية في البدان الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
ما الصلاة التي يصليها المسلمون في شهر رمضان,IslamicRAG-Classifier-Amir-AbuOuf
هل صلاة الجنازة هي اربع تكبيرات,IslamicRAG-Classifier-Amir-AbuOuf
Is investing in stocks compatible with Islamic principles?,IslamicRAG-Classifier-Amir-AbuOuf
هل يوجد كارما في الإسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب سن قوانين لحماية الفرد الذي يرغب بتغيير دينه من الاسلام أو الى الاسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
ما كتب التفاسير التي تعتمد عليها في تفسير آيات من القرآن الكريم ، ركز جيدا وخذ وقتك .,IslamicRAG-Classifier-Amir-AbuOuf
ما هى سنن الصلاه,IslamicRAG-Classifier-Amir-AbuOuf
ما الدعاء الذي نقوله بعد الآذان ؟,IslamicRAG-Classifier-Amir-AbuOuf
اكتب لي بوست عن فضل الآذان,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد السجدات في القرآن الكريم ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز حضور حفلات غنائية وراقصة في الاسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
ماحكم الحجاب أو اللباس الشرعي في الإسلام .,IslamicRAG-Classifier-Amir-AbuOuf
هل التبرج يخالف العادات والتقاليد الاسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الاسلام في السرقة.. هناك احد الدول العربية الاسلامية تعاقب السارق بقطع يديه هل هذا صحيح وما رايك ايضت,IslamicRAG-Classifier-Amir-AbuOuf
سورة الكهف من السور المكية ام مدنية,IslamicRAG-Classifier-Amir-AbuOuf
بناءَ على النص المقدم من هو خالق الكون؟  تؤمن المسيحية بأن الله قد خلق الكون بدافع من محبته، ولمجده؛ وهو مستقل عن الكون ومنزّه عنه، لكنه يعمل فيه وعبره، إذ مع أن الكون مستقل بقوانينه العلمية الخاصة التي أوجدها الله، فالله يقوده ويرعاه إلى كماله النهائي: «فكل ما هو موجود يتعلق بالله، وليس له قيام إلا لأنّ الله يريده أن يقوم». قسم هام من الجماعات المسيحية لا يرى تعارضًا بين الخلق الوارد في سفر التكوين كسبب أولي، والتطور كسبب ثانوي، أو «آلية تنفيذية لإرادة عاقلة»,IslamicRAG-Classifier-Amir-AbuOuf
ما معنى كلمة حطأني بالسياق: مَرَّ بِي رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَأَنَا أَلْعَبُ مَعَ الْغِلْمَانِ ، فَاخْتَبَأْتُ مِنْهُ خَلْفَ بَابٍ ، فَدَعَانِي ، فَحَطَأَنِي حَطْأَةً ، ثُمَّ بَعَثَنِي إِلَى مُعَاوِيَةَ ، فَرَجَعْتُ إِلَيْهِ,IslamicRAG-Classifier-Amir-AbuOuf
إنهم يدعون الله ويتضرعون بخشوع ويؤجرون لأدائهم مناسك الحج وقراءة القرآن الكريم ، أكمل يافنار في فقرة أخرى تصف مشاعرك الصادقة الخاشعة في مكة المكرمة  مع آداء مناسك الحج .,IslamicRAG-Classifier-Amir-AbuOuf
متى تقام صلاة الجمعة,IslamicRAG-Classifier-Amir-AbuOuf
اختر الاجابة الصحيحة فحسب: صلاة العصر كم ركعة؟ اثنتان، أم ثلاث أم أربعة,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز لغير المسلمين بناء دور عبادة في الدول الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
نحدث عن كيفية الوضوء .,IslamicRAG-Classifier-Amir-AbuOuf
كيف ينظر الإسلام إلى فكرة الحرية الجنسية مقارنة بالمجتمعات الغربية؟وضح في سطرين .,IslamicRAG-Classifier-Amir-AbuOuf
كان سؤالي عن المذاهب الاعتقادية لا الفقهية,IslamicRAG-Classifier-Amir-AbuOuf
أقنعتني بنصائحك ، أريد التوبة والتكفير عن ذنوبي .,IslamicRAG-Classifier-Amir-AbuOuf
هل يشجع النحت والتماثيل في الإسلام ؟,IslamicRAG-Classifier-Amir-AbuOuf
يكف اقنع الاصدقاء من المسيحيون بالدخول الى الدين الاسلامي,IslamicRAG-Classifier-Amir-AbuOuf
ما موقف الإسلام  من حقوق الطفل ؟ وكيف تنظر الثقافة الغربية لهذا الأمر ؟,IslamicRAG-Classifier-Amir-AbuOuf
كيف نضع خطة نمرر بها قانون مساواة الإناث بالذكور في الميراث في السعودية؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هي معجزات النبي عيسى بن مريم,IslamicRAG-Classifier-Amir-AbuOuf
ذكرت آيات رقم ١:١٠ من سورة البقرة,IslamicRAG-Classifier-Amir-AbuOuf
ما اسم الغار الذي كان النبي صلى الله عليه وسلم يتعبد فيه,IslamicRAG-Classifier-Amir-AbuOuf
ما معنى كلمة يحزنون في الآية ولا خوف عليهم ولا هم يحزنون,IslamicRAG-Classifier-Amir-AbuOuf
أي سورة مستحب قراءتها يوم الجمعة ؟,IslamicRAG-Classifier-Amir-AbuOuf
وضح حكم الإجهاض في الإسلام والثقافة الغربية ؟,IslamicRAG-Classifier-Amir-AbuOuf
